SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:56;;;;;;;;
Projet;_Forest resources database;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Calculation: ;Analyser;;;;;;;;;;;;
Results: ;Inventaire;;;;;;;;;;;;
Product: ;1 ha _Oak forest rack making by gyratory crusher, in forest/FR U (of project _Forest resources database);;;;;;;;;;;;
Méthode: ;;;;;;;;;;;;;
Indicateur: ;Inventaire;;;;;;;;;;;;
Unité: ;?;;;;;;;;;;;;
Compartiment: ;Tous les compartiments;;;;;;;;;;;;
Per sub-compartment: ;Oui;;;;;;;;;;;;
Default units: ;Non;;;;;;;;;;;;
Exclure les processus d'infrastructure: ;Non;;;;;;;;;;;;
Exclure les émissions à long terme: ;Oui;;;;;;;;;;;;
Sorted on item: ;Substance;;;;;;;;;;;;
Sort order: ;Croissant;;;;;;;;;;;;
;;;;;;;;;;;;;
N°;Substance;Compartiment;Sous-compartiment;Unité;Total;_Oak forest rack making by gyratory crusher, in forest/FR U;Operation, lorry 3.5-16t, fleet average/RER S;Operation, passenger car, diesel, fleet average/RER S;Diesel, at regional storage/RER S;_Tillage, ploughing/CH U_Air emissions of tractor diesel combustion, in forest/FR U;_Tillage, ploughing/CH U_Soil emissions from tyre abrasion of tractor, in forest/FR U;Tractor, production/CH/I S;Agricultural machinery, general, production/CH/I S
890;Radon-222;Air;low. pop.;Bq;191295.4356;x;1205;1228.22;32229.6156;x;x;73723;82909.6
891;Rh, Rh 2.0E-5%, Pt 2.5E-4%, Pd 7.3E-4%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground;Brut;in ground;kg;1.20166E-09;x;2.6872E-11;2.739E-11;1.03993E-09;x;x;6.26129E-11;4.48477E-11
892;Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground;Brut;in ground;kg;3.76373E-09;x;8.4166E-11;8.5788E-11;3.2572E-09;x;x;1.96109E-10;1.40474E-10
893;Rhenium;Brut;in ground;kg;1.682E-09;x;4.9399E-11;5.0352E-11;1.46562E-09;x;x;7.45445E-11;4.20838E-11
894;Rubidium;Eau;ocean;kg;8.70368E-06;x;1.8194E-07;1.85442E-07;7.78672E-06;x;x;3.61769E-07;1.87805E-07
895;Rubidium;Eau;river;kg;1.80758E-05;x;5.5984E-07;5.7062E-07;1.53736E-05;x;x;1.02665E-06;5.45047E-07
896;Ruthenium-103;Air;low. pop.;Bq;8.02188E-07;x;1.5393E-09;1.56898E-09;1.30916E-08;x;x;3.53532E-07;4.32456E-07
897;Ruthenium-103;Eau;river;Bq;0.000779396;x;1.4956E-06;1.5244E-06;1.27194E-05;x;x;0.000343484;0.000420172
898;Sand;Brut;in ground;kg;6.11461E-05;x;3.5287E-07;3.5966E-07;1.04121E-05;x;x;3.78795E-05;1.21419E-05
899;Scandium;Air;high. pop.;kg;1.6708E-08;x;8.9331E-12;9.1052E-12;2.48727E-10;x;x;5.87814E-09;1.05631E-08
900;Scandium;Air;low. pop.;kg;1.27524E-08;x;2.2892E-11;2.3334E-11;6.40458E-10;x;x;3.86171E-09;8.20401E-09
901;Scandium;Eau;groundwater;kg;4.12274E-07;x;3.8496E-09;3.9238E-09;1.1827E-07;x;x;1.56664E-07;1.29567E-07
902;Scandium;Eau;river;kg;3.28081E-07;x;2.5559E-09;2.6052E-09;7.94332E-08;x;x;1.15052E-07;1.28434E-07
903;Selenium;Air;;kg;2.76708E-08;x;1.2111E-08;1.1546E-08;1.48514E-09;x;x;1.12219E-09;1.40644E-09
904;Selenium;Air;high. pop.;kg;8.23379E-07;x;1.7885E-08;1.82294E-08;5.67993E-07;x;x;1.01734E-07;1.17538E-07
905;Selenium;Air;low. pop.;kg;2.46948E-06;x;1.0852E-08;1.10614E-08;3.30581E-07;3.276E-07;x;1.22669E-06;5.62696E-07
906;Selenium;Air;stratosphere + troposphere;kg;4.3727E-15;x;5.7719E-17;5.8832E-17;1.51502E-15;x;x;2.01038E-15;7.3075E-16
907;Selenium;Eau;;kg;3.52983E-11;x;1.93E-14;1.96724E-14;4.152E-13;x;x;2.89778E-11;5.86635E-12
908;Selenium;Eau;groundwater;kg;8.38622E-07;x;8.0805E-09;8.2362E-09;2.50509E-07;x;x;3.163E-07;2.55496E-07
909;Selenium;Eau;ocean;kg;2.66724E-07;x;5.5744E-09;5.6818E-09;2.38571E-07;x;x;1.11084E-08;5.78828E-09
910;Selenium;Eau;river;kg;1.17729E-06;x;1.186E-08;1.20888E-08;2.68632E-07;x;x;5.57273E-07;3.27432E-07
911;Shale;Brut;in ground;kg;4.83388E-06;x;1.3914E-08;1.41826E-08;3.78247E-07;x;x;3.64088E-06;7.86657E-07
912;Silicon;Air;;kg;5.3571E-13;x;2.3754E-15;2.4212E-15;7.08763E-14;x;x;1.69998E-13;2.90039E-13
913;Silicon;Air;high. pop.;kg;0.000214692;x;1.4714E-07;1.4998E-07;4.16052E-06;x;x;7.75081E-05;0.000132726
914;Silicon;Air;low. pop.;kg;8.24388E-05;x;9.8967E-08;1.00876E-07;2.73644E-06;x;x;3.12656E-05;4.82369E-05
915;Silicon;Eau;groundwater;kg;0.000481301;x;5.1438E-06;0.000005243;0.000160288;x;x;0.000151375;0.000159252
916;Silicon;Eau;ocean;kg;2.6535E-07;x;6.6601E-09;6.7884E-09;2.26856E-07;x;x;1.46666E-08;1.03781E-08
917;Silicon;Eau;river;kg;0.000975036;x;0.000002175;0.000002217;6.90614E-05;x;x;0.000296226;0.000605357
918;Silicon;Sol;agricultural;kg;2.32785E-05;x;2.4654E-07;2.513E-07;7.42538E-06;x;x;7.48758E-06;7.86768E-06
919;Silicon;Sol;industrial;kg;0.000122723;x;2.9683E-06;3.0254E-06;0.000107607;x;x;5.78694E-06;3.33581E-06
920;Silicon tetrafluoride;Air;low. pop.;kg;4.61469E-09;x;8.4192E-11;8.5814E-11;3.00727E-09;x;x;7.08257E-10;7.29159E-10
921;Silver;Air;high. pop.;kg;1.59567E-09;x;1.261E-11;1.28528E-11;3.62489E-10;x;x;5.61844E-10;6.45872E-10
922;Silver;Air;low. pop.;kg;3.10746E-12;x;3.5377E-14;3.6058E-14;1.09294E-12;x;x;1.0411E-12;9.01986E-13
923;Silver-110;Air;low. pop.;Bq;7.95E-06;x;1.5256E-08;1.55498E-08;1.29746E-07;x;x;3.50374E-06;4.28571E-06
924;Silver-110;Eau;river;Bq;2.949725789;x;0.0075264;0.0076714;0.114322572;x;x;1.277675417;1.54253
925;Silver, 0.007% in sulfide, Ag 0.004%, Pb, Zn, Cd, In, in ground;Brut;in ground;kg;1.37072E-07;x;1.204E-09;1.22718E-09;1.36891E-08;x;x;8.96009E-08;3.13512E-08
926;Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground;Brut;in ground;kg;9.73136E-08;x;8.5959E-10;8.7616E-10;9.79033E-09;x;x;6.33748E-08;2.24128E-08
927;Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground;Brut;in ground;kg;8.97581E-09;x;7.9294E-11;8.0822E-11;9.01916E-10;x;x;5.84811E-09;2.06567E-09
928;Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground;Brut;in ground;kg;2.05001E-08;x;1.811E-10;1.8459E-10;2.05985E-09;x;x;1.33567E-08;4.71787E-09
929;Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground;Brut;in ground;kg;2.00934E-08;x;1.7751E-10;1.80928E-10;2.019E-09;x;x;1.30917E-08;4.62426E-09
930;Silver, Ag 9.7E-4%, Au 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground;Brut;in ground;kg;1.32586E-08;x;1.1713E-10;1.19386E-10;1.33225E-09;x;x;8.63856E-09;3.05132E-09
931;Silver, ion;Eau;;kg;3.32965E-08;x;1.8205E-11;1.85562E-11;3.91646E-10;x;x;2.73348E-08;5.53335E-09
932;Silver, ion;Eau;groundwater;kg;3.56749E-08;x;2.1578E-10;2.1994E-10;6.628E-09;x;x;1.33838E-08;1.52274E-08
933;Silver, ion;Eau;ocean;kg;5.22208E-07;x;1.0916E-08;1.11266E-08;4.6719E-07;x;x;2.17066E-08;1.12684E-08
934;Silver, ion;Eau;river;kg;1.64191E-06;x;5.7519E-08;5.8628E-08;1.38133E-06;x;x;9.16105E-08;5.28286E-08
935;Sodium;Air;;kg;5.74089E-10;x;1.1959E-11;1.21896E-11;3.15816E-10;x;x;1.09301E-10;1.24823E-10
936;Sodium;Air;high. pop.;kg;5.35756E-05;x;1.0683E-06;1.08888E-06;3.37887E-05;x;x;8.79491E-06;8.83486E-06
937;Sodium;Air;low. pop.;kg;2.9753E-06;x;4.2476E-09;4.3294E-09;1.20455E-07;x;x;8.80198E-07;1.96607E-06
938;Sodium;Sol;;kg;3.70159E-06;x;2.2219E-07;2.2646E-07;5.95151E-07;x;x;1.53976E-06;1.11803E-06
939;Sodium;Sol;industrial;kg;0.002454466;x;0.000059365;0.00006051;0.002152135;x;x;0.000115741;6.67147E-05
940;Sodium-24;Eau;river;Bq;0.027946721;x;0.000053628;0.000054662;0.000456085;x;x;0.012316317;0.01506603
941;Sodium chlorate;Air;high. pop.;kg;5.2278E-08;x;9.4289E-10;9.6106E-10;3.34283E-08;x;x;1.21964E-08;4.74932E-09
942;Sodium chloride;Brut;in ground;kg;0.094092672;x;0.00082237;0.00083822;0.022350182;x;x;0.046746;0.0233359
943;Sodium dichromate;Air;high. pop.;kg;4.90789E-08;x;5.3163E-10;5.4188E-10;1.15433E-08;x;x;2.33156E-08;1.31465E-08
944;Sodium formate;Air;high. pop.;kg;2.22421E-09;x;5.3671E-12;5.4706E-12;1.40655E-10;x;x;1.24314E-09;8.29577E-10
945;Sodium formate;Eau;river;kg;5.34355E-09;x;1.2894E-11;1.31428E-11;3.37919E-10;x;x;2.98655E-09;1.99304E-09
946;Sodium hydroxide;Air;high. pop.;kg;1.63844E-08;x;1.4573E-10;1.48538E-10;1.51499E-09;x;x;1.09871E-08;3.58804E-09
947;Sodium nitrate;Brut;in ground;kg;3.52241E-10;x;1.8597E-13;1.89556E-13;3.25618E-12;x;x;3.09741E-10;3.88685E-11
948;Sodium sulphate;Brut;in ground;kg;0.001087141;x;0.000023058;0.000023502;0.000825618;x;x;0.000157891;5.70725E-05
949;Sodium, ion;Eau;;kg;0.001418819;x;0.000050378;0.000051348;0.000228465;x;x;0.00073204;0.000356588
950;Sodium, ion;Eau;groundwater;kg;0.001523407;x;0.000014592;1.48736E-05;0.00045366;x;x;0.000496455;0.000543826
951;Sodium, ion;Eau;ocean;kg;0.26642523;x;0.0055692;0.0056766;0.238355208;x;x;0.011074792;0.00574943
952;Sodium, ion;Eau;river;kg;0.5571568;x;0.017069;0.0173978;0.46827144;x;x;0.03528475;0.01913381
953;Solids, inorganic;Eau;groundwater;kg;0.009538406;x;0.00011634;0.000118586;0.003632756;x;x;0.002879888;0.002790836
954;Solids, inorganic;Eau;river;kg;0.002742567;x;9.9469E-06;1.01386E-05;0.000316075;x;x;0.000990195;0.001416212
955;Solved solids;Eau;;kg;0.000705988;x;3.8601E-07;3.9344E-07;8.30433E-06;x;x;0.000579577;0.000117327
956;Solved solids;Eau;groundwater;kg;0.001264628;x;4.0758E-06;4.1544E-06;0.000123502;x;x;0.000389307;0.000743589
957;Solved solids;Eau;river;kg;0.00212452;x;0.000004635;4.7244E-06;0.000116593;x;x;0.000793255;0.001205312
958;Stibnite;Brut;in ground;kg;1.41705E-08;x;3.5258E-12;3.5938E-12;2.19024E-11;x;x;1.40898E-08;5.16335E-11
959;Strontium;Air;;kg;3.27722E-15;x;1.7182E-17;1.75136E-17;4.38558E-16;x;x;1.32944E-15;1.47452E-15
960;Strontium;Air;high. pop.;kg;2.52126E-06;x;1.3483E-09;1.37426E-09;3.7543E-08;x;x;8.87816E-07;1.59318E-06
961;Strontium;Air;low. pop.;kg;1.55502E-06;x;1.2437E-08;1.26768E-08;3.86011E-07;x;x;4.88881E-07;6.55011E-07
962;Strontium;Eau;;kg;8.66203E-07;x;4.7361E-10;4.8274E-10;1.0189E-08;x;x;7.11105E-07;1.43952E-07
963;Strontium;Eau;groundwater;kg;6.59654E-05;x;3.3813E-07;3.4464E-07;1.03666E-05;x;x;2.24345E-05;3.24816E-05
964;Strontium;Eau;ocean;kg;0.001579075;x;0.000033008;0.000033644;0.001412709;x;x;6.56383E-05;3.40748E-05
965;Strontium;Eau;river;kg;0.003271078;x;0.00010134;0.000103292;0.002782077;x;x;0.000185697;9.86716E-05
966;Strontium;Sol;agricultural;kg;1.18329E-07;x;3.7741E-09;3.8468E-09;1.03695E-07;x;x;4.6057E-09;2.4067E-09
967;Strontium;Sol;industrial;kg;1.22723E-05;x;2.9683E-07;3.0254E-07;1.07607E-05;x;x;5.78694E-07;3.33581E-07
968;Strontium-89;Eau;river;Bq;0.065275405;x;0.00015232;0.000155252;0.002037639;x;x;0.028602333;0.03432786
969;Strontium-90;Eau;ocean;Bq;7.665235247;x;0.05494;0.055998;1.54899108;x;x;2.860454167;3.144852
970;Strontium-90;Eau;river;Bq;256.6900447;x;3.2935;3.357;102.958128;x;x;71.34241667;75.739
971;Styrene;Air;;kg;4.00619E-16;x;2.1904E-19;2.2326E-19;4.7122E-18;x;x;3.28887E-16;6.65778E-17
972;Styrene;Air;high. pop.;kg;8.15383E-08;x;1.438E-09;1.46568E-09;3.85978E-08;x;x;2.26509E-08;1.73859E-08
973;Styrene;Air;low. pop.;kg;7.40328E-10;x;8.6652E-12;8.8322E-12;2.68845E-10;x;x;2.3055E-10;2.23436E-10
974;Sulfate;Air;;kg;1.56502E-08;x;3.763E-10;3.8356E-10;1.30699E-08;x;x;1.00667E-09;8.13778E-10
975;Sulfate;Air;high. pop.;kg;0.000279726;x;2.7013E-06;2.7534E-06;8.95265E-05;x;x;7.29081E-05;0.000111836
976;Sulfate;Air;low. pop.;kg;4.64619E-06;x;2.8371E-08;2.8918E-08;7.64684E-07;x;x;1.79984E-06;2.02438E-06
977;Sulfate;Eau;;kg;2.73103E-06;x;3.8091E-08;3.8826E-08;1.32157E-06;x;x;1.05956E-06;2.72986E-07
978;Sulfate;Eau;groundwater;kg;0.085272442;x;0.00036976;0.00037688;0.011019809;x;x;0.046794583;0.02671141
979;Sulfate;Eau;ocean;kg;0.006002781;x;0.00010229;0.000104262;0.004157899;x;x;0.000701897;0.000936433
980;Sulfate;Eau;river;kg;0.025350369;x;0.0001886;0.000192232;0.004531691;x;x;0.011974467;0.00846338
981;Sulfide;Eau;ocean;kg;1.87741E-06;x;3.8187E-08;3.8922E-08;1.62716E-06;x;x;1.02939E-07;7.02075E-08
982;Sulfide;Eau;river;kg;1.53772E-06;x;5.2325E-08;5.3334E-08;1.05602E-06;x;x;2.18921E-07;1.57124E-07
983;Sulfite;Eau;river;kg;1.33463E-05;x;1.513E-07;1.54218E-07;4.68435E-06;x;x;4.47806E-06;3.87834E-06
984;Sulfur;Brut;in ground;kg;3.67539E-05;x;1.8608E-07;1.89666E-07;5.16986E-06;x;x;2.44661E-05;6.74214E-06
985;Sulfur;Eau;;kg;4.21089E-08;x;2.3024E-11;2.3468E-11;4.95298E-10;x;x;3.45693E-08;6.99781E-09
986;Sulfur;Eau;ocean;kg;1.22875E-05;x;2.5557E-07;2.605E-07;1.09366E-05;x;x;5.36051E-07;2.9879E-07
987;Sulfur;Eau;river;kg;0.00046389;x;9.9641E-06;1.01562E-05;0.000412809;x;x;2.00088E-05;0.000010952
988;Sulfur;Sol;agricultural;kg;2.96485E-06;x;3.0981E-08;3.1578E-08;9.13349E-07;x;x;1.01078E-06;9.78169E-07
989;Sulfur;Sol;industrial;kg;0.000736333;x;0.00001781;1.81528E-05;0.000645634;x;x;3.47216E-05;2.00148E-05
990;Sulfur dioxide;Air;;kg;0.010883169;x;0.00013869;0.000141368;0.000489696;x;x;0.003743125;0.00637029
991;Sulfur dioxide;Air;high. pop.;kg;0.055496691;x;0.00095095;0.00096928;0.034945092;x;x;0.010109529;0.00852184
992;Sulfur dioxide;Air;low. pop.;kg;0.181444573;x;0.0027061;0.0027582;0.106496208;0.033011034;x;0.020789471;0.01568356
993;Sulfur dioxide;Air;stratosphere + troposphere;kg;4.3727E-10;x;5.7719E-12;5.8832E-12;1.51502E-10;x;x;2.01038E-10;7.3075E-11
994;Sulfur hexafluoride;Air;;kg;1.25819E-06;x;1.2679E-08;1.29238E-08;3.86666E-07;x;x;4.13091E-07;4.32826E-07
995;Sulfur hexafluoride;Air;low. pop.;kg;7.90968E-10;x;5.7085E-12;5.8186E-12;1.50758E-10;x;x;3.33878E-10;2.94805E-10
996;Sulfur trioxide;Air;high. pop.;kg;1.02984E-09;x;5.3067E-12;5.409E-12;1.62146E-10;x;x;3.89925E-10;4.67051E-10
997;Sulfuric acid;Air;high. pop.;kg;3.44233E-09;x;3.0604E-11;3.1194E-11;3.2015E-10;x;x;2.30395E-09;7.56428E-10
998;Sulfuric acid;Air;low. pop.;kg;9.86159E-12;x;7.7568E-14;7.9062E-14;2.22873E-12;x;x;3.47172E-12;4.00451E-12
999;Sulfuric acid;Sol;agricultural;kg;2.11444E-12;x;1.8811E-14;1.9173E-14;1.95007E-13;x;x;1.4191E-12;4.62352E-13
1000;Suspended solids, unspecified;Eau;;kg;0.000275342;x;2.6744E-06;0.000002726;8.38656E-05;x;x;9.33838E-05;9.26924E-05
1001;Suspended solids, unspecified;Eau;ocean;kg;0.035041536;x;0.00071668;0.0007305;0.030618806;x;x;0.00178822;0.00118733
1002;Suspended solids, unspecified;Eau;river;kg;0.004166602;x;0.000065225;0.000066482;0.001805174;x;x;0.000818651;0.001411069
1003;t-Butyl methyl ether;Air;high. pop.;kg;1.16814E-08;x;8.4612E-11;8.6242E-11;1.54729E-09;x;x;4.50721E-09;5.45602E-09
1004;t-Butyl methyl ether;Eau;ocean;kg;5.63855E-06;x;1.1784E-07;1.2011E-07;5.0434E-06;x;x;2.34834E-07;1.22359E-07
1005;t-Butyl methyl ether;Eau;river;kg;2.09023E-10;x;1.5659E-12;1.59604E-12;2.78241E-11;x;x;7.87514E-11;9.92858E-11
1006;t-Butylamine;Air;high. pop.;kg;5.80664E-11;x;4.6518E-14;4.7414E-14;4.33185E-13;x;x;2.03469E-11;3.71924E-11
1007;t-Butylamine;Eau;river;kg;1.39364E-10;x;1.1165E-13;1.13798E-13;1.03967E-12;x;x;4.88329E-11;8.92662E-11
1008;Talc;Brut;in ground;kg;1.78184E-05;x;3.6947E-08;3.7658E-08;9.5289E-07;x;x;8.92984E-06;7.86102E-06
1009;Tantalum;Brut;in ground;kg;1.06295E-07;x;9.4025E-10;9.5838E-10;1.05169E-08;x;x;6.96442E-08;2.42354E-08
1010;Tebutam;Sol;agricultural;kg;1.63958E-08;x;1.3041E-11;1.32924E-11;1.18198E-10;x;x;5.66261E-09;1.05887E-08
1011;Technetium-99m;Eau;river;Bq;0.084891232;x;0.00016322;0.000166366;0.001396788;x;x;0.037406958;0.0457579
1012;Teflubenzuron;Sol;agricultural;kg;4.33909E-10;x;4.8106E-13;4.9032E-13;1.0515E-11;x;x;3.29616E-10;9.28071E-11
1013;Tellurium;Brut;in ground;kg;1.45974E-08;x;1.2894E-10;1.31426E-10;1.4686E-09;x;x;9.50643E-09;3.36197E-09
1014;Tellurium-123m;Eau;river;Bq;0.011998218;x;0.000078011;0.000079516;0.002148696;x;x;0.004665546;0.00502645
1015;Tellurium-132;Eau;river;Bq;0.000213869;x;4.1039E-07;4.183E-07;3.49025E-06;x;x;9.42539E-05;0.000115296
1016;Terpenes;Air;low. pop.;kg;2.46165E-08;x;5.7839E-10;5.8954E-10;1.9297E-08;x;x;2.98213E-09;1.1695E-09
1017;Thallium;Air;;kg;4.39597E-09;x;7.7498E-11;7.8992E-11;1.69304E-09;x;x;1.137E-09;1.40944E-09
1018;Thallium;Air;high. pop.;kg;2.13045E-08;x;1.1515E-11;1.17368E-11;3.21425E-10;x;x;7.69648E-09;1.32634E-08
1019;Thallium;Air;low. pop.;kg;2.90214E-09;x;3.9544E-12;4.0306E-12;1.13759E-10;x;x;8.48773E-10;1.93162E-09
1020;Thallium;Eau;;kg;3.77516E-11;x;2.0642E-14;2.104E-14;4.44062E-13;x;x;3.09918E-11;6.27409E-12
1021;Thallium;Eau;groundwater;kg;1.14357E-08;x;1.9539E-11;1.99158E-11;5.11187E-10;x;x;7.60683E-09;3.27827E-09
1022;Thallium;Eau;river;kg;2.57448E-08;x;2.8834E-10;2.939E-10;8.9235E-09;x;x;8.72954E-09;7.50952E-09
1023;Thiram;Sol;agricultural;kg;1.12074E-10;x;2.6333E-12;2.684E-12;8.78558E-11;x;x;1.35771E-11;5.3243E-12
1024;Thorium;Air;high. pop.;kg;2.52126E-08;x;1.3466E-11;1.37258E-11;3.75004E-10;x;x;8.88192E-09;1.59285E-08
1025;Thorium;Air;low. pop.;kg;1.13749E-08;x;1.4479E-11;1.47578E-11;4.13661E-10;x;x;3.32818E-09;7.60387E-09
1026;Thorium-228;Air;;Bq;1.48003E-10;x;7.7598E-13;7.9094E-13;1.98054E-11;x;x;6.0038E-11;6.65926E-11
1027;Thorium-228;Air;high. pop.;Bq;0.073032028;x;0.000039007;0.000039758;0.001085863;x;x;0.025758;0.0461094
1028;Thorium-228;Air;low. pop.;Bq;0.048969757;x;0.00058154;0.00059274;0.018132332;x;x;0.016229925;0.01343322
1029;Thorium-228;Eau;groundwater;Bq;1.80744E-05;x;3.2975E-07;3.361E-07;1.17785E-05;x;x;2.77411E-06;2.85588E-06
1030;Thorium-228;Eau;ocean;Bq;174.0953395;x;3.6391;3.7092;155.747592;x;x;7.2391375;3.76031
1031;Thorium-228;Eau;river;Bq;361.5162493;x;11.197;11.4126;307.472256;x;x;20.53308333;10.90131
1032;Thorium-230;Air;low. pop.;Bq;0.237027054;x;0.0015472;0.00157704;0.043043364;x;x;0.08990125;0.1009582
1033;Thorium-230;Eau;river;Bq;155.3686775;x;0.94874;0.96702;25.5718008;x;x;60.18591667;67.6952
1034;Thorium-232;Air;;Bq;2.32575E-10;x;1.2194E-12;1.2429E-12;3.11227E-11;x;x;9.43466E-11;1.04643E-10
1035;Thorium-232;Air;high. pop.;Bq;0.046472826;x;0.000024822;0.0000253;0.000691007;x;x;0.016389588;0.02934211
1036;Thorium-232;Air;low. pop.;Bq;0.076858624;x;0.00091475;0.00093238;0.028534288;x;x;0.025417917;0.02105929
1037;Thorium-232;Eau;river;Bq;0.11518904;x;0.0013122;0.00133744;0.04083534;x;x;0.04063775;0.03106631
1038;Thorium-234;Air;low. pop.;Bq;0.06197208;x;0.00037728;0.00038456;0.010166083;x;x;0.024079667;0.02696449
1039;Thorium-234;Eau;river;Bq;1.138851342;x;0.0069543;0.0070884;0.187442892;x;x;0.44115875;0.496207
1040;Tin;Brut;in ground;kg;1.16793E-05;x;5.9647E-08;6.0798E-08;8.28533E-07;x;x;6.44833E-06;4.28201E-06
1041;Tin;Air;;kg;2.75714E-07;x;3.6475E-10;3.7178E-10;8.07436E-09;x;x;2.5398E-07;1.29226E-08
1042;Tin;Air;high. pop.;kg;1.63605E-08;x;4.2362E-11;4.3178E-11;9.70024E-10;x;x;7.7444E-09;7.56058E-09
1043;Tin;Air;low. pop.;kg;4.36607E-06;x;2.8058E-09;2.8598E-09;6.6932E-08;x;x;1.98264E-06;2.31084E-06
1044;Tin;Sol;agricultural;kg;6.41286E-10;x;5.9873E-12;6.1026E-12;1.46057E-10;x;x;3.04684E-10;1.78455E-10
1045;Tin, ion;Eau;;kg;1.74742E-09;x;9.5552E-13;9.7394E-13;2.05553E-11;x;x;1.43453E-09;2.90406E-10
1046;Tin, ion;Eau;groundwater;kg;1.003E-07;x;1.0533E-10;1.07356E-10;2.34558E-09;x;x;7.04635E-08;2.72783E-08
1047;Tin, ion;Eau;river;kg;7.42412E-08;x;4.1425E-10;4.2224E-10;1.26529E-08;x;x;2.63896E-08;3.43623E-08
1048;TiO2, 54% in ilmenite, 2.6% in crude ore, in ground;Brut;in ground;kg;0.016048024;x;0.000054845;0.000055902;0.001652185;x;x;0.005003642;0.00928145
1049;TiO2, 95% in rutile, 0.40% in crude ore, in ground;Brut;in ground;kg;4.40083E-07;x;5.5786E-11;5.6862E-11;3.68419E-10;x;x;4.08983E-07;3.06182E-08
1050;Titanium;Air;;kg;1.03623E-07;x;1.3151E-10;1.34048E-10;3.76052E-09;x;x;3.02034E-08;6.93935E-08
1051;Titanium;Air;high. pop.;kg;5.19248E-06;x;3.6081E-09;3.6776E-09;8.17034E-08;x;x;1.88135E-06;3.22215E-06
1052;Titanium;Air;low. pop.;kg;1.75189E-06;x;2.2303E-09;2.2732E-09;6.37215E-08;x;x;5.12576E-07;1.17109E-06
1053;Titanium;Sol;agricultural;kg;3.72158E-07;x;3.9628E-09;4.0392E-09;1.2021E-07;x;x;1.17269E-07;1.26677E-07
1054;Titanium, ion;Eau;;kg;2.74379E-09;x;1.5002E-12;1.52914E-12;3.22745E-11;x;x;2.2525E-09;4.55988E-10
1055;Titanium, ion;Eau;groundwater;kg;3.70247E-07;x;2.9965E-09;3.0542E-09;9.25437E-08;x;x;1.44217E-07;1.27435E-07
1056;Titanium, ion;Eau;ocean;kg;4.02758E-08;x;1.0275E-09;1.04732E-09;3.42997E-08;x;x;2.27017E-09;1.63107E-09
1057;Titanium, ion;Eau;river;kg;3.45795E-06;x;7.4705E-09;7.6146E-09;1.97281E-07;x;x;2.66435E-06;5.81233E-07
1058;TOC, Total Organic Carbon;Eau;;kg;6.07651E-05;x;3.0315E-07;3.0898E-07;9.17575E-06;x;x;2.02513E-05;3.07259E-05
1059;TOC, Total Organic Carbon;Eau;ocean;kg;0.029113928;x;0.00071512;0.0007289;0.025648459;x;x;0.001283373;0.000738076
1060;TOC, Total Organic Carbon;Eau;river;kg;0.142134974;x;0.0030937;0.0031534;0.125752536;x;x;0.006414988;0.00372035
1061;Toluene;Air;;kg;1.81996E-05;x;2.7569E-07;0.000013631;3.25389E-07;x;x;1.78634E-06;2.18122E-06
1062;Toluene;Air;high. pop.;kg;0.000359158;x;0.000011264;1.14814E-05;0.000299787;x;x;2.10419E-05;1.55844E-05
1063;Toluene;Air;low. pop.;kg;1.59679E-05;x;1.7694E-07;1.80348E-07;5.1217E-06;x;x;4.18965E-06;6.29925E-06
1064;Toluene;Eau;;kg;2.51848E-08;x;1.377E-11;1.40358E-11;2.96242E-10;x;x;2.06753E-08;4.18544E-09
1065;Toluene;Eau;ocean;kg;0.000132573;x;2.7717E-06;2.8252E-06;0.000118683;x;x;5.4696E-06;2.82354E-06
1066;Toluene;Eau;river;kg;0.000206319;x;6.5239E-06;6.6496E-06;0.000175174;x;x;1.1683E-05;6.28778E-06
1067;Toluene, 2-chloro-;Air;high. pop.;kg;5.07325E-11;x;2.0497E-13;2.0892E-13;6.04029E-12;x;x;1.87088E-11;2.55696E-11
1068;Toluene, 2-chloro-;Eau;river;kg;9.17844E-11;x;4.1752E-13;4.2556E-13;1.25389E-11;x;x;3.4291E-11;4.41114E-11
1069;Transformation, from arable;Brut;land;m2;5.0279E-05;x;1.0627E-07;1.08322E-07;2.61566E-06;x;x;4.13378E-05;6.11092E-06
1070;Transformation, from arable, non-irrigated;Brut;land;m2;0.053452622;x;0.000042517;0.000043336;0.000385356;x;x;0.018460783;0.03452063
1071;Transformation, from arable, non-irrigated, fallow;Brut;land;m2;1.29437E-05;x;9.3259E-09;9.5056E-09;1.60956E-07;x;x;1.19542E-05;8.09745E-07
1072;Transformation, from dump site, inert material landfill;Brut;land;m2;5.96765E-05;x;5.4984E-07;5.6044E-07;9.34741E-06;x;x;2.06985E-05;2.85203E-05
